1	1
2	1
3	1
4	1
5	1
6	2
7	2
8	2
9	2
10	2
11	2
12	3
13	3
14	3
15	3
16	3
17	4
18	5
19	5
20	6
21	6
22	6
23	6
24	6
25	6
26	7
27	8
28	9
29	9
30	9
31	9
32	9
33	9
34	9
35	9
36	9
37	9
38	7
39	8
40	8
41	8
42	8
43	8
44	8
45	8
46	10
47	10
48	4
49	11
50	11
51	11
52	11
53	11
54	12
55	12
56	12
57	12
58	12
59	13
47	13
60	13
61	14
62	15
63	16
64	16
65	17
66	18
67	18
68	18
69	18
70	18
71	18
72	18
73	13
74	13
75	13
76	13
77	17
78	19
79	20
80	20
81	20
82	20
83	20
84	20
85	20
86	10
87	10
88	10
46	10
89	21
90	22
91	23
92	23
93	23
94	23
95	23
96	23
97	24
46	14
98	25
61	17
99	26
100	14
101	27
102	7
103	7
104	28
105	29
106	29
107	19
108	17
46	30
109	22
110	31
111	32
112	32
113	32
114	32
115	32
116	32
117	32
118	32
119	32
120	32
121	32
122	32
123	32
124	32
125	32
126	32
127	32
128	16
129	16
130	16
131	16
132	28
133	33
134	22
135	22
136	22
47	14
137	14
138	28
99	17
139	22
140	22
141	25
142	12
143	34
144	35
145	35
146	35
147	35
148	35
149	35
150	35
151	4
152	19
153	19
154	19
155	36
156	1
157	4
158	37
159	38
160	12
161	39
162	39
163	39
164	39
165	39
166	39
167	39
168	39
169	39
170	39
171	39
172	39
173	39
174	39
175	39
176	25
177	25
178	31
179	31
180	31
181	31
182	31
183	9
184	7
185	40
186	41
186	42
187	41
187	42
188	41
188	42
189	43
99	44
190	45
191	35
192	35
193	35
194	35
195	35
196	35
197	17
198	46
199	46
200	46
201	46
202	46
203	46
204	46
205	47
206	47
207	47
208	47
209	47
210	47
211	47
212	47
213	47
214	47
215	47
216	47
217	47
218	47
219	47
220	47
221	47
222	47
223	47
224	47
225	47
226	47
227	47
228	47
229	47
230	47
231	47
232	47
233	47
234	47
235	47
236	47
237	12
238	22
239	22
240	22
241	48
242	48
243	48
244	48
245	48
246	48
247	13
248	49
249	49
250	49
251	49
252	50
253	50
254	50
255	51
256	23
257	23
258	23
259	23
260	23
261	13
262	13
263	13
264	28
265	17
61	52
266	52
267	14
268	53
269	53
270	53
271	53
272	53
273	54
274	54
275	54
276	54
277	54
278	14
279	55
280	37
140	17
281	13
61	12
282	28
31	28
283	28
284	28
285	28
286	28
287	28
288	28
289	28
290	28
291	28
292	28
293	12
294	12
295	27
296	27
297	27
298	27
299	27
300	27
301	22
302	22
303	22
304	22
305	13
146	13
306	13
307	13
308	13
309	13
310	13
311	13
312	56
313	56
314	56
315	56
316	56
317	56
318	14
319	12
320	57
321	57
322	57
323	57
324	57
109	57
325	57
326	57
327	57
328	13
329	13
330	13
331	13
332	13
333	13
334	22
335	22
336	22
337	22
338	22
339	22
340	22
341	22
342	22
343	58
344	58
345	58
346	58
347	34
348	59
349	22
350	22
351	22
352	60
353	60
354	60
355	60
356	60
357	60
358	60
359	13
360	61
361	61
362	61
363	61
364	62
365	17
366	63
367	63
368	63
369	63
370	63
371	63
142	17
372	19
373	13
374	13
375	13
376	13
377	13
378	13
379	13
380	13
381	13
382	13
383	13
384	13
385	13
386	13
387	13
388	13
389	17
390	17
391	17
392	7
393	17
394	64
395	64
396	64
397	64
398	64
399	64
400	64
401	64
140	14
402	22
403	28
404	60
404	65
404	41
151	28
100	22
405	14
406	14
407	14
408	14
409	14
410	14
411	14
412	14
413	31
414	31
415	31
416	31
417	31
418	22
419	22
420	22
421	22
422	22
423	22
424	22
425	22
426	22
427	22
428	37
429	37
430	37
431	37
432	34
433	34
202	34
434	34
435	34
436	34
437	24
438	14
438	9
438	13
438	27
439	17
440	7
441	65
442	66
443	22
444	14
445	17
446	17
447	67
448	67
449	67
450	67
451	67
452	67
453	67
454	67
455	67
456	67
457	67
458	67
140	14
104	4
104	13
459	22
460	22
461	22
462	22
463	28
464	22
104	22
465	22
466	22
467	22
468	22
469	22
470	22
471	14
472	14
473	68
474	68
475	68
476	68
477	68
478	68
479	68
480	68
481	38
482	38
483	38
484	38
485	38
486	69
487	69
488	69
489	69
490	69
491	69
492	69
493	69
494	69
495	69
496	69
497	69
498	69
499	69
500	69
501	69
502	42
503	42
504	42
505	70
506	57
437	22
507	10
38	13
508	41
509	41
510	41
511	41
512	41
46	22
140	17
513	71
514	1
515	1
516	1
517	1
518	1
519	1
520	1
521	13
140	72
522	73
523	14
524	74
525	74
526	74
527	74
528	74
529	75
530	75
531	75
532	75
533	75
534	76
65	47
535	10
536	77
537	77
538	77
255	51
539	78
540	78
541	78
542	78
543	78
392	73
544	73
545	73
142	4
546	43
547	12
548	12
549	12
550	12
551	12
552	12
553	79
554	79
555	79
556	79
557	79
558	79
559	79
560	79
561	79
140	17
562	17
563	80
564	80
565	80
566	14
567	10
568	10
569	10
570	10
571	10
572	10
573	10
574	10
575	10
576	10
577	10
578	10
579	10
580	10
581	10
582	10
583	10
584	10
585	10
586	10
587	10
588	10
589	10
590	10
61	81
61	13
61	14
61	17
61	22
61	82
61	83
591	37
592	84
593	84
594	51
46	17
140	67
595	14
596	85
535	86
597	14
142	14
598	22
142	47
599	14
600	14
601	14
602	14
603	14
140	72
604	87
546	88
